,word,score,stem
2521,gilbertian,0.0,gilberti
2522,gritando,-0.125,grit
2523,hilarante,-0.125,hilar
2524,jocoso,0.875,jocos
2525,jocosa,0.875,jocos
2526,dividir,0.5,divid
2527,matar,0.5,mat
2528,seriocomic,0.5,seriocomic
2529,slapstick,0.25,slapstick
2530,chacotero,0.625,chacoter
2531,famélico,0.0,famel
2532,vientre,0.5,vientr
2533,afilados,-0.375,afil
2534,esurient,-0.375,esurient
2535,volando,0.0,vol
2536,precipitante,-0.5,precipit
2537,precipitado,-0.5,precipit
2538,pell,-0.125,pell
2539,medido,0.125,med
2540,pausado,-0.625,paus
2541,identificable,0.625,identific
2542,diagnosticable,0.25,diagnostic
2543,especificable,0.625,especific
2544,inclasificable,-0.625,inclasific
2545,irreconocible,-0.625,irreconoc
2546,transitorio,-0.375,transitori
2547,transeunt,-0.375,transeunt
2548,alterado,-0.5,alter
2549,anósmico,-0.375,anosm
2550,dicky,-0.5,dicky
2551,dickey,-0.5,dickey
2552,disléxico,-0.375,dislex
2553,crucial,0.625,crucial
2554,sumamente,0.625,sum
2555,alfa,0.25,alfa
2556,βeta,0.125,βet
2557,quemando,0.125,quem
2558,maestro,0.375,maestr
2559,consecuente,0.125,consecuent
2560,copernicano,0.625,copernican
2561,distinguido,0.375,distingu
2562,sobresaliente,0.75,sobresalient
2563,mensurable,0.75,mensur
2564,estratégico,0.125,estrateg
2565,inconsecuente,0.375,inconsecuent
2566,trivial,-0.125,trivial
2567,piffling,-0.125,piffling
2568,piddling,-0.125,piddling
2569,picayune,-0.125,picayun
2570,liliputiense,-0.125,liliputiens
2571,footling,-0.125,footling
2572,violín,-0.125,violin
2573,liviana,-0.25,livian
2574,bacinica,-0.25,bacin
2575,mañana,0.125,mañan
2576,baronial,0.5,baronial
2577,fulgurante,0.25,fulgur
2578,deslumbrante,0.25,deslumbr
2579,expansivo,0.25,expans
2580,formidable,0.875,formid
2581,glorioso,0.25,glorios
2582,señal,0.125,señal
2583,observable,0.5,observ
2584,pronunciado,0.5,pronunci
2585,anotado,0.375,anot
2586,mejorado,0.375,mejor
2587,suciedad,-0.625,sucied
2588,rascar,-0.125,rasc
2589,ph,-0.5,ph
2590,despedida,-0.25,desped
2591,tendiendo,0.375,tend
2592,aficionado,0.375,aficion
2593,prono,-0.375,pron
2594,propenso,-0.125,propens
2595,asustado,-0.75,asust
2596,renuente,-0.5,renuent
2597,designar,-0.5,design
2598,sucediendo,-0.125,suced
2599,siguiente,-0.125,siguient
2600,derramando,-0.125,derram
2601,deducible,0.625,deduc
2602,inferencial,0.125,inferencial
2603,ilativo,0.125,ilat
2604,inferenciales,0.25,inferencial
2605,deportivos,0.125,deport
2606,disipados,0.125,disip
2607,juegos,0.125,jueg
2608,apuestas,0.125,apuest
2609,sibarita,0.625,sibarit
2610,lujosa,0.625,lujos
2611,epicúrea,0.625,epicure
2612,hedonista,0.5,hedon
2613,hedónico,0.5,hedon
2614,epicúreo,0.5,epicure
2615,intemperante,-0.25,intemper
2616,puritano,0.25,puritan
2617,monacal,-0.25,monacal
2618,abnegado,0.375,abneg
2619,renunciante,0.375,renunci
2620,autocontrol,0.25,autocontrol
2621,autodisciplinado,0.25,autodisciplin
2622,industrial,0.625,industrial
2623,altamente,0.375,alt
2624,desarrollado,0.375,desarroll
2625,industrializado,0.25,industrializ
2626,sociedad,0.125,socied
2627,contractable,0.625,contract
2628,contagioso,0.625,contagi
2629,atrapante,0.625,atrap
2630,contaminando,0.0,contamin
2631,estigio,-0.75,estigi
2632,superno,0.25,supern
2633,consultivo,0.25,consult
2634,agnóstico,0.375,agnost
2635,informados,0.375,inform
2636,au,0.25,au
2637,versado,0.5,vers
2638,ilustrado,0.125,ilustr
2639,cadera,0.375,cader
2640,hep,0.375,hep
2641,conocedor,0.5,conocedor
2642,baño,0.125,bañ
2643,desinformado,0.125,desinform
2644,desconocida,0.125,desconoc
2645,ingenua,0.0,ingenu
2646,distorsión,-0.625,distorsion
2647,tergiversado,0.125,tergivers
2648,infrapoblación,-0.5,infrapobl
2649,deshabitado,-0.5,deshabit
2650,desierta,-0.375,desiert
2651,despoblada,-0.25,despobl
2652,despoblado,-0.25,despobl
2653,transmitida,-0.125,transmit
2654,transmisible,-0.125,transmis
2655,hereditaria,-0.125,hereditari
2656,genética,-0.125,genet
2657,hereditario,-0.125,hereditari
2658,intransmisible,0.25,intransmis
2659,reprimido,0.125,reprim
2660,desinhibido,-0.625,desinhib
2661,abandonada,0.5,abandon
2662,inyectables,0.5,inyect
2663,inyectable,-0.375,inyect
2664,lesionado,-0.625,lesion
2665,lívido,-0.375,liv
2666,destripar,-0.25,destrip
2667,destrozado,-0.75,destroz
2668,indemne,-0.125,indemn
2669,entero,-0.125,enter
2670,reivindicado,0.625,reivindic
2671,exonerado,0.625,exoner
2672,exculpado,0.625,exculp
2673,aclarado,0.625,aclar
2674,absuelto,-0.125,absuelt
2675,irreprochable,0.25,irreproch
2676,inculpable,0.25,inculp
2677,censurable,-0.875,censur
2678,culpable,-0.375,culpabl
2679,procesable,-0.25,proces
2680,imputable,-0.25,imput
2681,penal,-0.375,penal
2682,delincuente,-0.375,delincuent
2683,multable,-0.5,multabl
2684,pena,-0.625,pen
2685,guarrramazos,-0.125,guarrramaz
2686,exaltando,0.625,exalt
2687,ennobleciendo,0.625,ennoblec
2688,sosa,0.125,sos
2689,elucidativo,0.125,elucid
2690,clarificador,0.125,clarif
2691,ilustrativo,0.25,ilustr
2692,didáctico,-0.25,didact
2693,doctrinarismo,-0.625,doctrinar
2694,educativo,0.25,educ
2695,ostensivo,0.125,ostens
2696,sermón,0.375,sermon
2697,edificante,0.625,edif
2698,informativo,0.125,inform
2699,esclarecedor,0.125,esclarecedor
2700,calculado,0.125,calcul
2701,conglomerado,-0.125,conglomer
2702,integradora,-0.125,integr
2703,desintegrativo,0.125,desintegr
2704,descomposición,-0.25,descomposicion
2705,filisteo,0.5,filiste
2706,antiintelectual,0.5,antiintelectual
2707,prensil,0.625,prensil
2708,buscando,0.375,busc
2709,inteligible,0.375,intelig
2710,ininteligible,0.375,inintelig
2711,ingenioso,-0.125,ingeni
2712,sabiendo,0.125,sab
2713,intencional,0.125,intencional
2714,unintended,-0.5,unintend
2715,accidental,-0.125,accidental
2716,fortuita,-0.125,fortuit
2717,intensificando,0.125,intensific
2718,exacerbante,-0.25,exacerb
2719,agravante,-0.25,agrav
2720,espesamiento,-0.25,espes
2721,profundización,-0.25,profundiz
2722,moderador,0.125,moder
2723,mitigante,-0.625,mitig
2724,lenitivo,-0.625,lenit
2725,paliativo,-0.625,paliat
2726,anodino,0.125,anodin
2727,analgésico,0.125,analges
2728,debilitación,-0.625,debilit
2729,interespecífico,0.375,interespecif
2730,interespecies,0.375,interespeci
2731,despreciable,0.25,despreci
2732,apasionante,0.5,apasion
2733,fascinante,0.5,fascin
2734,absorbente,0.5,absorbent
2735,tedioso,-0.25,tedios
2736,fastidioso,-0.25,fastidi
2737,amortiguador,-0.25,amortigu
2738,aburrido,-0.25,aburr
2739,ajetreado,0.125,ajetr
2740,prosy,-0.125,prosy
2741,peatonal,-0.125,peatonal
2742,deficiencia,0.125,deficient
2743,humillable,0.125,humill
2744,intrínseco,0.375,intrinsec
2745,interno,0.5,intern
2746,extrínsecos,-0.625,extrinsec
2747,adventicio,-0.125,adventici
2748,introvertido,0.375,introvert
2749,introversivo,0.375,introvers
2750,extroversivo,0.0,extrovers
2751,extraversivo,0.0,extravers
2752,extravertido,0.0,extravert
2753,ambiversivo,-0.25,ambivers
2754,intrusivo,-0.375,intrus
2755,invasión,-0.5,invasion
2756,sedimentario,-0.25,sedimentari
2757,acuoso,-0.25,acuos
2758,invasivo,0.625,invas
2759,vigorizante,0.375,vigoriz
2760,animando,0.5,anim
2761,tónico,0.375,tonic
2762,enérgico,0.375,energ
2763,tonificante,0.375,tonif
2764,vitalizante,0.25,vitaliz
2765,vivificante,0.25,vivif
2766,revitalizante,0.375,revitaliz
2767,reconstituyente,0.375,reconstituyent
2768,renovador,0.375,renov
2769,enervante,-0.375,enerv
2770,debilitante,-0.375,debilit
2771,agotador,0.25,agot
2772,invitador,0.25,invit
2773,tentadora,0.25,tentador
2774,prensado,0.125,prens
2775,alisado,0.25,alis
2776,planchado,-0.125,planch
2777,anisótropo,-0.75,anisotrop
2778,dulcamara,-0.75,dulcam
2779,apenado,-0.375,apen
2780,trágico,-0.625,tragic
2781,tragicómico,-0.375,tragicom
2782,beatífico,-0.5,beatif
2783,deleitado,-0.75,deleit
2784,torturado,-0.625,tortur
2785,duelo,-0.625,duel
2786,desconsolado,-0.875,desconsol
2787,lloroso,-0.375,lloros
2788,lamento,-0.625,lament
2789,quejumbroso,-0.75,quejumbr
2790,ເສ,-0.25,ເສ
2791,gozoso,-0.375,gozos
2792,rapsódico,-0.25,rapsod
2793,extasiado,-0.25,extasi
2794,jubiloso,0.125,jubil
2795,eufórico,0.125,eufor
2796,festivo,0.0,festiv
2797,festal,0.0,festal
2798,jovial,0.625,jovial
2799,jocund,0.625,jocund
2800,gay,0.625,gay
2801,triste,-0.625,trist
2802,fúnebre,-0.5,funebr
2803,suculento,-0.375,suculent
2804,sappy,-0.25,sappy
2805,sólo,0.625,sol
2806,conocer,0.625,conoc
2807,encajar,0.625,encaj
2808,accionable,0.25,accion
2809,merecido,0.5,merec
2810,condigno,0.25,condign
2811,enchavetado,0.25,enchavet
2812,tipo,0.625,tip
2813,caritativo,0.625,carit
2814,benevolente,0.625,benevolent
2815,bondadoso,0.625,bondad
2816,punzante,-0.375,punzant
2817,cortante,-0.375,cortant
2818,cognoscible,0.625,cognosc
2819,agnosticismo,-0.125,agnostic
2820,renombrado,0.375,renombr
2821,destacado,0.375,destac
2822,ilustre,0.375,ilustr
2823,famoso,0.375,famos
2824,celebrado,0.375,celebr
2825,conocido,0.125,conoc
2826,inexplorado,-0.125,inexplor
2827,unheard,-0.375,unheard
2828,comprenderse,0.25,comprend
2829,comprendido,0.375,comprend
2830,aprehendido,0.375,aprehend
2831,apreciado,0.375,apreci
2832,interpretado,0.25,interpret
2833,entendido,-0.125,entend
2834,las,0.0,las
2835,incomprendido,-0.5,incomprend
2836,etiquetado,0.125,etiquet
2837,lamentado,-0.375,lament
2838,unlaurelt,-0.625,unlaurelt
2839,unlaureled,-0.625,unlaurel
2840,bastante,0.125,bastant
2841,bouffant,-0.125,bouffant
2842,estupendo,0.0,estupend
2843,colosal,0.0,colosal
2844,jumbo,0.375,jumb
2845,gigante,0.375,gigant
2846,gigantesco,0.375,gigantesc
2847,elefantino,0.375,elefantin
2848,heroico,0.75,heroic
2849,vasto,-0.125,vast
2850,inmenso,-0.125,inmens
2851,enorme,-0.125,enorm
2852,descomunal,0.125,descomunal
2853,montañoso,-0.125,montañ
2854,alza,-0.25,alza
2855,rent,-0.25,rent
2856,elfo,-0.125,elfo
2857,gnomo,-0.25,gnom
2858,mitad,-0.25,mit
2859,micro,-0.125,micr
2860,camaronero,-0.625,camaroner
2861,runty,-0.625,runty
2862,internacionalmente,-0.375,internacional
2863,prueba,-0.5,prueb
2864,máquina,-0.75,maquin
2865,calafateado,0.25,calafat
2866,reglamentario,-0.25,reglamentari
2867,amerciable,-0.125,amerci
2868,malversados,0.25,malvers
2869,extrajudicial,-0.25,extrajudicial
2870,extralegal,-0.75,extralegal
2871,proscrito,-0.625,proscrit
2872,legible,0.5,legibl
2873,descifrable,0.5,descifr
2874,ilegible,0.375,ileg
2875,indescifrable,0.375,indescifr
2876,descifrado,0.125,descifr
2877,indescifrado,-0.25,indescifr
2878,legalmente,-0.5,legal
2879,morganatic,-0.625,morganatic
2880,zurdo,-0.625,zurd
2881,legítimo,0.25,legitim
2882,adulterino,-0.375,adulterin
2883,leptorrhinic,0.125,leptorrhinic
2884,leptorrhine,0.125,leptorrhin
2885,leptorhine,0.125,leptorhin
2886,tal,0.5,tal
2887,apto,-0.75,apto
2888,diagnóstico,0.375,diagnost
2889,e,0.75,e
2890,inverosímil,0.5,inverosimil
2891,equiprobable,-0.25,equiprob
2892,presuntivo,0.125,presunt
2893,verosimilitud,-0.125,verosimilitud
2894,miembros,0.125,miembr
2895,extremidades,0.125,extrem
2896,pequeña,-0.125,pequeñ
2897,modesta,-0.125,modest
2898,oceánico,-0.125,ocean
2899,bilineal,0.125,bilineal
2900,ex,-0.5,ex
2901,extrabursátiles,-0.625,extrabursatil
2902,explícito,0.25,explicit
2903,denotativo,0.25,denot
2904,analógico,-0.5,analog
2905,poético,-0.25,poetic
2906,tropical,0.125,tropical
2907,instruido,0.375,instru
2908,literario,0.25,literari
2909,analfabetos,0.125,analfabet
2910,prealfabetizado,-0.375,prealfabetiz
2911,semianalfabeto,-0.25,semianalfabet
2912,habitable,-0.5,habit
2913,invivible,-0.625,inviv
2914,recinto,-0.5,recint
2915,mina,-0.625,min
2916,epidemia,0.25,epidemi
2917,plaga,0.25,plag
2918,endémica,0.25,endem
2919,enzoótico,-0.125,enzoot
2920,guante,-0.25,guant
2921,guantelete,-0.25,guantelet
2922,turbante,-0.5,turbant
2923,leglike,0.25,leglik
2924,lógica,0.625,logic
2925,discursivo,0.25,discurs
2926,dianoético,0.25,dianoet
2927,formal,0.375,formal
2928,razonamiento,0.625,razon
2929,ilógico,0.5,ilog
2930,intrascendente,-0.5,intrascendent
2931,visceral,0.25,visceral
2932,intuitivo,0.25,intuit
2933,lossy,-0.375,lossy
2934,lossless,-0.625,lossless
2935,extensible,0.625,extens
2936,curtal,-0.5,curtal
2937,hocico,0.125,hocic
2938,ocho,-0.125,ocho
2939,perenne,0.125,perenn
2940,momentáneo,0.125,momentane
2941,fugitivo,0.125,fugit
2942,fugaz,0.125,fugaz
2943,obligación,0.25,oblig
2944,tapado,-0.375,tap
2945,ahogado,0.125,ahog
2946,ajustado,0.375,ajust
2947,faltan,-0.5,falt
2948,dispersión,-0.75,dispersion
2949,extravío,-0.75,extravi
2950,irredento,-0.375,irredent
2951,condenado,-0.375,conden
2952,destruido,0.125,destru
2953,guardado,0.375,guard
2954,reclamado,-0.125,reclam
2955,redimido,0.0,redim
2956,rescatado,0.0,rescat
2957,rescatable,0.125,rescat
2958,won,-0.625,won
2959,sexo,0.125,sex
2960,clarión,0.25,clarion
2961,atronador,0.125,atron
2962,ensordecedor,0.125,ensordecedor
2963,gritó,0.25,grit
2964,embotado,0.125,embot
2965,eufónico,0.375,eufon
2966,sometido,0.125,somet
2967,silenciado,0.125,silenci
2968,susurrante,-0.125,susurr
2969,susurrando,-0.125,susurr
2970,murmurando,-0.125,murmur
2971,retumbando,-0.5,retumb
2972,refunfuñando,-0.5,refunfuñ
2973,plañidero,0.125,plañider
2974,sonoro,0.0,sonor
2975,entrañable,0.5,entrañ
2976,adorable,0.5,ador
2977,seráfico,0.625,seraf
2978,querubín,0.625,querubin
2979,angelical,0.625,angelical
2980,le,0.5,le
2981,amó,0.5,amo
2982,admirado,0.5,admir
2983,idolatrado,0.375,idolatr
2984,adorado,0.375,ador
2985,rubio,0.125,rubi
2986,atesorado,0.375,atesor
2987,querido,0.375,quer
2988,preferido,0.25,prefer
2989,preferente,0.25,preferent
2990,mascota,0.25,mascot
2991,unloved,-0.125,unlov
2992,alejado,-0.625,alej
2993,amado,-0.75,amad
2994,desolado,-0.75,desol
2995,despojado,-0.75,despoj
2996,odiado,0.0,odi
2997,aborrecido,0.0,aborrec
2998,despreciado,0.0,despreci
2999,desheredado,-0.625,deshered
3000,rechazado,-0.5,rechaz
3001,viva,0.75,viv
3002,adorando,0.375,ador
3003,amativo,0.75,amat
3004,amoroso,0.5,amor
3005,amatorio,0.5,amatori
3006,cautivado,0.25,cautiv
3007,tomado,0.75,tom
3008,orinal,0.75,orinal
3009,encaprichado,0.75,encaprich
3010,idólatra,0.5,idolatr
3011,adorablemente,0.5,ador
3012,cariñoso,0.375,cariñ
3013,sensiblero,0.0,sensibler
3014,gurrumino,0.5,gurrumin
3015,frígido,-0.25,frig
3016,desapegado,0.25,desapeg
3017,afortunado,0.875,afortun
3018,efecto,-0.75,efect
3019,serendipia,0.5,serendipi
3020,desafortunado,-0.625,desafortun
3021,hechizado,-0.75,hechiz
3022,dramático,0.125,dramat
3023,atraíble,0.5,atraibl
3024,antimagnético,-0.375,antimagnet
3025,magnético,0.625,magnet
3026,magnetismo,-0.625,magnet
3027,menor,-0.75,menor
3028,estelar,0.125,estel
3029,protagonizada,0.125,protagoniz
3030,estrella,0.125,estrell
3031,maní,0.25,man
3032,majuscular,0.375,majuscul
3033,administrable,0.625,administr
3034,gobernable,0.625,gobern
3035,controlable,0.625,control
3036,director,0.5,director
3037,dirigible,0.625,dirig
3038,difícil,-0.625,dificil
3039,ingobernable,0.25,ingobern
3040,indocile,0.25,indocil
3041,sissyish,0.125,sissyish
3042,sissy,0.125,sissy
3043,sissified,0.125,sissifi
3044,epicene,0.125,epicen
3045,emasculate,0.125,emasculat
3046,afeminado,0.125,afemin
3047,cissy,0.125,cissy
3048,estaminado,0.375,estamin
3049,anteral,0.375,anteral
3050,priápico,0.125,priapic
3051,fálico,0.125,falic
3052,reproductores,0.5,reproductor
3053,productores,0.5,productor
3054,epiceno,0.5,epicen
3055,bisexual,0.5,bisexual
3056,unisex,-0.625,unisex
3057,teledirigido,-0.25,teledirig
3058,asterisco,0.375,asterisc
3059,prohibido,-0.375,prohib
3060,cicatriz,-0.75,cicatriz
3061,divorciado,0.25,divorci
3062,solteros,-0.375,solter
3063,acoplado,0.25,acopl
3064,pareado,0.25,par
3065,macho,0.25,mach
3066,butch,0.25,butch
3067,femenino,-0.5,femenin
3068,doncella,0.125,doncell
3069,tomboyish,0.125,tomboyish
3070,hoydenish,0.125,hoydenish
3071,varonil,0.0,varonil
3072,emparejados,0.375,emparej
3073,emparejamiento,0.0,emparej
3074,coordinado,0.0,coordin
3075,emparejado,0.125,emparej
3076,desajustado,-0.75,desajust
3077,cruciales,0.375,crucial
3078,eflorescente,0.125,eflorescent
3079,fructificación,0.375,fructif
3080,marchito,-0.25,marchit
3081,primer,0.375,prim
3082,larva,-0.125,larv
3083,prepúberes,0.0,prepuber
3084,prepupal,-0.125,prepupal
3085,pubescente,-0.125,pubescent
3086,subdesarrollo,0.0,subdesarroll
3087,pueril,0.0,pueril
3088,jejune,0.0,jejun
3089,canguro,-0.25,cangur
3090,madurado,0.25,madur
3091,suavizado,0.375,suaviz
3092,inmaduro,-0.625,inmadur
3093,condimentado,0.375,condiment
3094,máximo,0.25,maxim
3095,limítrofe,0.5,limitrof
3096,clínicamente,0.125,clinic
3097,embarazada,0.125,embaraz
3098,significado,0.125,signific
3099,hueco,0.5,huec
3100,insignificantes,0.25,insignif
3101,abismal,0.0,abismal
3102,inconmensurable,-0.5,inconmensur
3103,robótico,-0.125,robot
3104,automático,-0.125,automat
3105,mecanicismo,-0.375,mecanic
3106,melifluo,0.625,meliflu
3107,meloso,0.625,melos
3108,lírico,0.625,liric
3109,melódico,-0.125,melod
3110,melodioso,0.5,melodi
3111,desafinado,-0.5,desafin
3112,cantado,0.125,cant
3113,cantable,0.75,cantabl
3114,musical,0.125,musical
3115,filarmónico,-0.125,filarmon
3116,fusión,0.5,fusion
3117,descongelada,-0.375,descongel
3118,misericordioso,0.75,misericordi
3119,asesino,-0.25,asesin
3120,estadísticas,-0.625,estadist
3121,metabólico,-0.125,metabol
3122,intenso,-0.125,intens
3123,agravado,-0.125,agrav
3124,brutal,-0.125,brutal
3125,consumidor,0.0,consumidor
3126,exquisito,0.25,exquisit
3127,vehemente,0.0,vehement
3128,gatillo,0.0,gatill
3129,lagrimeo,0.0,lagrime
3130,continuaban,-0.125,continu
3131,intensivas,0.375,intens
3132,principal,-0.375,principal
3133,furia,-0.5,furi
3134,grueso,-0.125,grues
3135,interesado,-0.125,interes
3136,involucrados,-0.125,involucr
3137,hasta,0.125,hast
3138,civil,0.125,civil
3139,guerrero,0.125,guerrer
3140,soldado,0.125,sold
3141,marcial,0.125,marcial
3142,mitigado,-0.125,mitig
3143,aliviado,-0.75,alivi
3144,minucioso,0.625,minuci
3145,arrant,0.625,arrant
3146,llameante,-0.125,llameant
3147,estrellándose,-0.125,estrell
3148,sangriento,-0.125,sangrient
3149,parpadeando,-0.125,parpad
3150,bally,-0.125,bally
3151,quebradizo,-0.375,quebradiz
3152,maniobrable,0.25,maniobr
3153,motilidad,0.5,motil
3154,transportable,0.125,transport
3155,transferible,0.125,transfer
3156,movible,0.125,movibl
3157,elevable,0.625,elev
3158,rotable,0.625,rotabl
3159,trasplantable,0.625,trasplant
3160,portátil,0.25,portatil
3161,hombre,0.125,hombr
3162,inportable,-0.25,inport
3163,descartable,-0.125,descart
3164,extraíble,0.625,extraibl
3165,inamovible,-0.5,inamov
3166,profesor,-0.625,profesor
3167,argentífero,0.25,argentifer
3168,cascado,0.125,casc
3169,metamórfico,0.25,metamorf
3170,epimórfico,0.0,epimorf
3171,hemimetamorfo,-0.25,hemimetamorf
3172,hemimetamórfico,-0.25,hemimetamorf
3173,hemimetabólico,-0.25,hemimetabol
3174,holometábolos,0.25,holometabol
3175,holometabólicos,0.25,holometabol
3176,ametabólico,-0.125,ametabol
3177,moderada,-0.375,moder
3178,intermedio,-0.25,intermedi
3179,restringidos,-0.125,restring
3180,irrazonable,-0.375,irrazon
3181,usurero,-0.75,usurer
3182,empinado,-0.75,empin
3183,exorbitante,-0.75,exorbit
3184,pecaminoso,-0.25,pecamin
3185,ultra,0.0,ultra
3186,extremista,0.0,extrem
3187,selecciona,0.375,seleccion
3188,modernismo,-0.125,modern
3189,medieval,-0.125,medieval
3190,gótico,-0.125,gotic
3191,estilo,0.25,estil
3192,recatado,0.5,recat
3193,tímido,0.5,tim
3194,inmodesto,0.5,inmodest
3195,modulado,0.625,modul
3196,multivalente,0.375,multivalent
3197,univalente,-0.75,univalent
3198,monótono,-0.375,monoton
3199,monovalente,0.375,monovalent
3200,polivalente,0.625,polivalent
3201,limpia,0.875,limpi
3202,moral,0.625,moral
3203,disoluto,-0.25,disolut
3204,disipado,-0.25,disip
3205,degenerado,-0.25,degener
3206,lícito,0.75,licit
3207,extramarital,-0.375,extramarital
3208,extracurricular,-0.375,extracurricul
3209,adúltero,-0.375,adulter
3210,ilícito,-0.625,ilicit
3211,ilegítimo,-0.625,ilegitim
3212,centrado,0.75,centr
3213,galore,0.125,galor
3214,muchos,-0.25,much
3215,numerosa,-0.125,numer
3216,tales,-0.125,tal
3217,inmarcesible,-0.25,inmarces
3218,amaranto,-0.25,amarant
3219,inmortal,-0.125,inmortal
3220,deífico,0.625,deific
3221,impulsado,0.125,impuls
3222,agitado,-0.5,agit
3223,movido,-0.5,mov
3224,afectado,-0.5,afect
3225,impasible,0.0,impas
3226,mover,0.625,mov
3227,obsesionante,0.0,obsesion
3228,móvil,0.125,movil
3229,estático,-0.625,estat
3230,encalmado,-0.375,encalm
3231,fijo,-0.375,fij
3232,inmóvil,0.5,inmovil
3233,enraizado,0.5,enraiz
3234,congelado,0.5,congel
3235,sesión,-0.75,sesion
3236,landlubberly,0.25,landlubberly
3237,mundial,-0.375,mundial
3238,internacionalista,0.375,internacional
3239,tierra,-0.5,tierr
3240,escenificado,-0.125,escenific
3241,biónica,-0.375,bionic
3242,teñido,-0.5,teñ
3243,blanqueado,-0.5,blanqu
3244,cartón,-0.125,carton
3245,celuloide,-0.125,celuloid
3246,estilizado,-0.625,estiliz
3247,convencionalizado,-0.625,convencionaliz
3248,tontin,-0.25,tontin
