,SynsetTerms
7663,"well-turned,"
7664,"unshapely,"
7665,"acromegalic,"
7666,"misshapen, malformed, ill-shapen, distorted, deformed,"
7667,"ill-proportioned,"
7668,"pigeon-breasted, chicken-breasted,"
7669,"shapeless,"
7670,"breastless,"
7671,"tractile, tensile, pliant, pliable, malleable, ductile,"
7672,"acorn-shaped,"
7673,"awl-shaped,"
7674,"biform,"
7675,"botuliform,"
7676,"drum-shaped, drum-like,"
7677,"phylliform,"
7678,"unformed,"
7679,"shapeless, formless, amorphous,"
7680,"unshapen, unshaped,"
7681,"shared,"
7682,"joint,"
7683,"unshared,"
7684,"sole, exclusive,"
7685,"undivided,"
7686,"unshaven, unshaved,"
7687,"unshorn, unsheared,"
7688,"incased, encased, cased,"
7689,"ironclad,"
7690,"podlike,"
7691,"unsheathed, bare,"
7692,"shockable, narrow-minded,"
7693,"unshockable, broad-minded,"
7694,"shoed, shodden, shod,"
7695,"booted,"
7696,"sandalled, sandaled,"
7697,"slippered,"
7698,"unshoed, unshod,"
7699,"stockinged,"
7700,"shortsighted, nearsighted, myopic,"
7701,"longsighted, keen-sighted, farseeing, eagle-eyed,"
7702,"hyperopic, hypermetropic,"
7703,"telescopic,"
7704,"shrinkable,"
7705,"unshrinkable,"
7706,"sharp-sighted, sharp-eyed, quick-sighted, lynx-eyed, keen-sighted, hawk-eyed, argus-eyed,"
7707,"clear-sighted,"
7708,"seeing,"
7709,"blinded,"
7710,"blindfolded, blindfold,"
7711,"colour-blind, color-blind,"
7712,"dazzled,"
7713,"green-blind, deuteranopic,"
7714,"visually impaired, visually challenged, sand-blind, purblind, near-blind, dim-sighted,"
7715,"unseeing, sightless, eyeless,"
7716,"red-blind, protanopic,"
7717,"stone-blind,"
7718,"tritanopic, blue-blind,"
7719,"unsigned,"
7720,"significant, important,"
7721,"momentous,"
7722,"epochal, epoch-making,"
7723,"world-shattering, world-shaking, earthshaking,"
7724,"profound, fundamental,"
7725,"large,"
7726,"monumental,"
7727,"remarkable, noteworthy,"
7728,"probatory, probative,"
7729,"operative,"
7730,"prodigious, portentous,"
7731,"unimportant, insignificant,"
7732,"hole-in-corner, hole-and-corner,"
7733,"light,"
7734,"nonsignificant,"
7735,"silenced,"
7736,"suppressed,"
7737,"unsilenced,"
7738,"unsubdivided, simple,"
7739,"acuminate,"
7740,"apiculate,"
7741,"caudate,"
7742,"heart-shaped, cordiform, cordate,"
7743,"wedge-shaped, cuneate,"
7744,"deltoid,"
7745,"dolabriform, dolabrate,"
7746,"elliptic,"
7747,"spearhead-shaped, hastate,"
7748,"lanceolate, lancelike,"
7749,"linear, elongate,"
7750,"lyrate,"
7751,"needled,"
7752,"two-needled,"
7753,"obtuse,"
7754,"oblanceolate,"
7755,"oblong,"
7756,"obovate,"
7757,"ovate,"
7758,"panduriform, pandurate, fiddle-shaped,"
7759,"shield-shaped, peltate,"
7760,"perfoliate,"
7761,"reniform, kidney-shaped,"
7762,"sagittiform, sagittate, arrow-shaped,"
7763,"spatulate, spatula-shaped,"
7764,"unlobed,"
7765,"compound,"
7766,"bilobed, bilobated, bilobate,"
7767,"bipinnate,"
7768,"bipinnatifid,"
7769,"dissected, cleft,"
7770,"conjugate,"
7771,"decompound,"
7772,"paripinnate, even-pinnate, abruptly-pinnate,"
7773,"incised,"
7774,"lobed, lobate,"
7775,"odd-pinnate, imparipinnate,"
7776,"palmate, palm-shaped,"
7777,"palmatifid,"
7778,"parted,"
7779,"pedate,"
7780,"pinnated, pinnate,"
7781,"pinnatifid,"
7782,"pinnatisect,"
7783,"quinquefoliate,"
7784,"ternate,"
7785,"trifoliolate, trifoliated, trifoliate,"
7786,"trilobed, trilobated, trilobate, three-lobed,"
7787,"tripinnated, tripinnate,"
7788,"tripinnatifid,"
7789,"simple,"
7790,"unsophisticated, uncomplicated,"
7791,"decomposable, analyzable,"
7792,"tortuous, tangled, knotty, involved, convoluted, byzantine,"
7793,"complicated,"
7794,"gordian,"
7795,"mazy, labyrinthine, labyrinthian,"
7796,"thickening,"
7797,"sincere,"
7798,"bona fide,"
7799,"cordial,"
7800,"honest,"
7801,"unfeigned, true, genuine,"
7802,"wholehearted, whole-souled, heart-whole,"
7803,"insincere,"
7804,"unctuous, soapy, smarmy, oleaginous, oily, fulsome, buttery,"
7805,"dissimulative,"
7806,"false,"
7807,"feigned,"
7808,"specious, meretricious, gilded,"
7809,"hypocritical,"
7810,"plausible,"
7811,"zero, ,"
7812,"one, i, ane, ,"
7813,"one hundred one, hundred and one, ci, ,"
7814,"one hundred five, cv, ,"
7815,"one hundred twenty-five, cxxv, ,"
7816,"one hundred thirty-five, cxxxv, ,"
7817,"one hundred forty-five, cxlv, ,"
7818,"one hundred fifty-five, clv, ,"
7819,"one hundred sixty-five, clxv, ,"
7820,"one hundred seventy-five, clxxv, ,"
7821,"three hundred, ccc, ,"
7822,"four hundred, cd, ,"
7823,"zillion,"
7824,"unscripted,"
7825,"unwritten, spontaneous, ad-lib,"
7826,"sinkable,"
7827,"unsinkable,"
7828,"azygous, azygos,"
7829,"sui generis,"
7830,"twofold, two-fold, doubled, double,"
7831,"twofold, two-fold, treble, threefold, three-fold, dual, double,"
7832,"triple, treble, threefold, three-fold,"
7833,"quadruple, fourfold, four-fold,"
7834,"multiple-choice,"
7835,"sized,"
7836,"apple-sized,"
7837,"cherry-sized,"
7838,"cookie-sized,"
7839,"crow-sized,"
7840,"dog-sized,"
7841,"ferret-sized,"
7842,"grape-sized,"
7843,"kiwi-sized,"
7844,"moderate-sized, moderate-size, medium-sized, medium-size,"
7845,"orange-sized,"
7846,"pig-sized,"
7847,"rabbit-sized,"
7848,"shrew-sized,"
7849,"size,"
7850,"sparrow-sized,"
7851,"squirrel-sized,"
7852,"turkey-sized,"
7853,"wolf-sized,"
7854,"unsized,"
7855,"unsorted,"
7856,"sized,"
7857,"unsized,"
7858,"skilled,"
7859,"complete, accomplished,"
7860,"skillful, skilful, proficient, practiced, good, expert, adept,"
7861,"arch,"
7862,"virtuoso, masterly, masterful, consummate,"
7863,"delicate,"
7864,"hot,"
7865,"mean,"
7866,"sure-handed,"
7867,"unskilled,"
7868,"artless,"
7869,"unskillful, butcherly, botchy,"
7870,"bungled, botched,"
7871,"incompetent, fumbling, clumsy, bungling,"
7872,"rough, crude,"
7873,"hopeless,"
7874,"menial, lowly, humble,"
7875,"lubberly,"
7876,"rusty, out of practice,"
7877,"semiskilled,"
7878,"weak,"
7879,"large-grained, coarse-grained,"
7880,"plushy, plush-like,"
7881,"floury,"
7882,"nongranular,"
7883,"superfine,"
7884,"smoky,"
7885,"smoking,"
7886,"smokeless,"
7887,"smoke-free,"
7888,"lubricious,"
7889,"slimy, slimed,"
7890,"slithery,"
7891,"nonslippery,"
7892,"lubricated, greased,"
7893,"unlubricated, ungreased,"
7894,"smooth,"
7895,"uncreased, creaseless,"
7896,"smooth-textured, fine-textured,"
7897,"glassy,"
7898,"streamlined, sleek, flowing, aerodynamic,"
7899,"velvety, velvet-textured, velvet,"
7900,"unsmooth, rough,"
7901,"scratchy, abrasive,"
7902,"cracked, alligatored,"
7903,"barky,"
7904,"bullate,"
7905,"bumpy,"
7906,"roughened, cracked, chapped,"
7907,"ribbed, costate,"
7908,"mountainous, hilly, craggy, cragged,"
7909,"crushed,"
7910,"tweedy, slubbed, nubby, nubbly, homespun,"
7911,"imbricated, imbricate,"
7912,"scurfy, scaly, scabrous, leprose, lepidote,"
7913,"squamulose,"
7914,"seamed, lined,"
7915,"potholed, pockmarked, pocked,"
7916,"stony, rocky, bouldery, bouldered,"
7917,"shingly, pebbly, gravelly,"
7918,"roughish,"
7919,"rugose,"
7920,"sandpapery,"
7921,"scabby,"
7922,"shaggy, shagged,"
7923,"textured, rough-textured, coarse-textured,"
7924,"warty, wartlike, verrucose,"
7925,"smooth,"
7926,"rough, rocky, jumpy, jolty, jolting, bumpy,"
7927,"rutty, rutted,"
7928,"unfurrowed,"
7929,"smooth,"
7930,"repand,"
7931,"sinuate,"
7932,"undulate,"
7933,"untoothed, unnotched,"
7934,"rough,"
7935,"bidentate,"
7936,"biserrate,"
7937,"ciliated, ciliate,"
7938,"scalloped, crenated, crenate,"
7939,"crenulated, crenulate,"
7940,"crispate,"
7941,"dentate,"
7942,"denticulate,"
7943,"emarginate,"
7944,"toothed, notched, jaggy, jagged, erose,"
7945,"fimbriate,"
7946,"laciniate, fringed,"
7947,"lacerated, lacerate,"
7948,"pectinate,"
7949,"runcinate,"
7950,"toothed, serrated, serrate, saw-toothed, notched,"
7951,"serrulate,"
7952,"spinose,"
7953,"unrifled, smoothbore,"
7954,"gregarious,"
7955,"unsocial,"
7956,"asocial, antisocial,"
7957,"solitary, lonely, lone,"
7958,"withdrawn, reclusive, recluse,"
7959,"unaccompanied,"
7960,"solitary, lonely, lone, alone,"
7961,"tod,"
7962,"unattended,"
7963,"unaccompanied,"
7964,"ungregarious,"
7965,"solitary, nonsocial, nongregarious,"
7966,"clustered,"
7967,"ungregarious,"
7968,"tufted, cespitose, caespitose,"
7969,"seamy,"
7970,"seamless,"
7971,"broadloom,"
7972,"unseeded,"
7973,"black-seeded,"
7974,"white-seeded,"
7975,"seedless,"
7976,"shuttered,"
7977,"unshuttered,"
7978,"sleeved,"
7979,"sociable,"
7980,"clubbable, clubable,"
7981,"clubby, clubbish,"
7982,"companionable,"
7983,"good-time, convivial,"
7984,"outgoing, forthcoming, extroverted,"
7985,"unsociable,"
7986,"antisocial,"
7987,"ungregarious,"
7988,"sold,"
7989,"sold-out,"
7990,"unsold,"
7991,"soled,"
7992,"soleless,"
7993,"liquid,"
7994,"runny, fluid,"
7995,"liquifiable, liquefiable,"
7996,"gaseous,"
7997,"gassy,"
7998,"cavernous,"
7999,"soluble,"
8000,"alcohol-soluble,"
8001,"dissolvable, dissoluble,"
8002,"meltable, disintegrable,"
8003,"insoluble, indissoluble,"
8004,"soluble,"
8005,"answerable,"
8006,"solvable, resolvable,"
8007,"insoluble,"
8008,"unsolvable, unsoluble, unresolvable, insolvable,"
8009,"unsolved, unresolved,"
8010,"several,"
8011,"none,"
8012,"zero,"
8013,"every last,"
8014,"every,"
8015,"sophisticated,"
8016,"worldly, blase,"
8017,"well-informed, intelligent,"
8018,"urbane, svelte, refined, polished,"
8019,"worldly-wise,"
8020,"naive, naif,"
8021,"wide-eyed, simple, round-eyed, dewy-eyed, childlike,"
8022,"credulous,"
8023,"gullible, green, fleeceable,"
8024,"innocent, ingenuous,"
8025,"simple-minded,"
8026,"unworldly, unsophisticated,"
8027,"sound,"
8028,"secure, safe, good, dependable,"
8029,"healthy,"
8030,"stable,"
8031,"unsound,"
8032,"speculative, risky, high-risk, bad,"
8033,"long,"
8034,"wildcat,"
8035,"sound,"
8036,"substantial, strong, solid,"
8037,"unsound,"
8038,"corroded,"
8039,"rotten, rotted, decayed,"
8040,"spumy, frothy, foamy, foaming, effervescing, bubbly, bubbling,"
8041,"charged, aerated,"
8042,"carbonated,"
8043,"noneffervescent,"
8044,"flat,"
8045,"uncarbonated, noncarbonated,"
8046,"still, noneffervescent,"
8047,"differentiated,"
8048,"special,"
8049,"specialistic,"
8050,"unspecialized, unspecialised,"
8051,"generalized, generalised,"
8052,"spiny, spinous,"
8053,"spineless,"
8054,"spirited,"
8055,"knockabout, boisterous,"
8056,"con brio,"
8057,"gallant, dashing,"
8058,"high-spirited, exuberant, ebullient,"
8059,"spunky, plucky, feisty,"
8060,"saucy, pert, irreverent, impertinent,"
8061,"racy, lively,"
8062,"mettlesome,"
8063,"resilient,"
8064,"whipping, snappy,"
8065,"sprightly,"
8066,"vivacious, vibrant,"
8067,"zesty, zestful, yeasty, barmy,"
8068,"spiritless,"
8069,"apathetic,"
8070,"bloodless,"
8071,"listless, dispirited,"
8072,"heartless,"
8073,"thin,"
8074,"spontaneous, self-generated,"
8075,"natural, instinctive,"
8076,"induced,"
8077,"spoken,"
8078,"scrivened,"
8079,"whispered,"
8080,"unwritten,"
8081,"vocalic,"
8082,"vowellike,"
8083,"consonantal,"
8084,"stoppable,"
8085,"abatable,"
8086,"unstoppable,"
8087,"unbeatable,"
8088,"disyllabic,"
8089,"monosyllabic,"
8090,"octosyllabic,"
8091,"pentasyllabic,"
8092,"polysyllabic,"
8093,"syllabled,"
8094,"unsyllabic, nonsyllabic,"
8095,"unsyllabled,"
8096,"unfluctuating, steady, firm,"
8097,"unstable,"
8098,"tippy, tender, cranky, crank,"
8099,"wonky, wobbly, shaky, rickety,"
8100,"rocky,"
8101,"tipsy,"
8102,"volcanic,"
8103,"staccato, disconnected,"
8104,"disconnected, abrupt,"
8105,"unstaged,"
8106,"unperformed,"
8107,"standard,"
8108,"definitive, classical, classic, authoritative,"
8109,"canonical, canonic, basic,"
8110,"nonstandard,"
8111,"standard,"
8112,"modular,"
8113,"regular,"
8114,"regulation,"
8115,"standardized, standardised,"
8116,"nonstandard,"
8117,"substandard, inferior, deficient,"
8118,"nonnormative,"
8119,"standard, received,"
8120,"acceptable,"
8121,"classical,"
8122,"nonstandard,"
8123,"bad,"
8124,"unaccepted, unacceptable,"
8125,"starchlike, farinaceous, amyloidal, amyloid, amylaceous,"
8126,"starchless,"
8127,"starry,"
8128,"comet-like,"
8129,"sparkling,"
8130,"starlike,"
8131,"starless,"
8132,"nourished,"
8133,"replete, full,"
8134,"malnourished,"
8135,"foodless,"
8136,"undernourished, underfed, ill-fed,"
8137,"starving, starved,"
8138,"unfed,"
8139,"unnourished,"
8140,"steady,"
8141,"steady-going, rock-steady, dependable,"
8142,"regular, even,"
8143,"firm,"
8144,"unwavering, level,"
8145,"steadied,"
8146,"sure,"
8147,"surefooted, sure-footed, footsure,"
8148,"unsteady,"
8149,"jerky, jerking, arrhythmic,"
8150,"spastic, spasmodic, convulsive,"
8151,"flickering, aflicker,"
8152,"fluctuating,"
8153,"trembling, shivering, shaky,"
8154,"tremulous, quavering,"
8155,"shuddering,"
8156,"tottery, tottering,"
8157,"uneven,"
8158,"wobbling,"
8159,"stemless,"
8160,"stimulating,"
8161,"thought-provoking, challenging,"
8162,"exciting,"
8163,"salty, piquant,"
8164,"stirring, rousing,"
8165,"thrilling,"
8166,"unstimulating, unexciting,"
8167,"flat, bland,"
8168,"juiceless, dry,"
8169,"vapid,"
8170,"depressant,"
8171,"tranquillizing, tranquillising, tranquilizing, tranquilising, sedative, ataraxic, ataractic,"
8172,"narcotizing, narcotising, narcotic,"
8173,"relaxant,"
8174,"soporific, soporiferous, somnific, somniferous, hypnogogic, hypnagogic,"
8175,"stimulative,"
8176,"adrenocorticotropic, adrenocorticotrophic,"
8177,"excitatory, excitative, excitant,"
8178,"irritative, irritating,"
8179,"stimulating, stimulant,"
8180,"mouthless, astomatous,"
8181,"straight,"
8182,"unbent,"
8183,"untwisted,"
8184,"crooked,"
8185,"anfractuous,"
8186,"writhen, writhed, contorted,"
8187,"refractive, deflective,"
8188,"knotty, knotted, knobbed, gnarly, gnarled,"
8189,"malposed,"
8190,"winding, voluminous, twisty, twisting, tortuous,"
8191,"straight,"
8192,"curving, curved,"
8193,"bowed, arcuate, arciform, arching, arched, arced,"
8194,"curvilinear, curvilineal,"
8195,"flexuous,"
8196,"hooklike, hooked,"
8197,"coiled,"
8198,"convoluted, convolute,"
8199,"involute,"
8200,"rolled, involute,"
8201,"uncoiled, straight,"
8202,"uncurled,"
8203,"straight, square,"
8204,"straightforward, aboveboard,"
8205,"transparent, guileless,"
8206,"straightarrow,"
8207,"crooked, corrupt,"
8208,"underhanded, underhand, sneaky,"
8209,"emphatic, emphasized, emphasised,"
8210,"unstressed,"
8211,"weak, unaccented, light,"
8212,"unemphatic,"
8213,"strong,"
8214,"beardown,"
8215,"beefed-up,"
8216,"sinewy, powerful, muscular, hefty, brawny,"
8217,"bullocky,"
8218,"severe, knockout, hard,"
8219,"weapons-grade, industrial-strength,"
8220,"ironlike,"
8221,"powerful, knock-down,"
8222,"noticeable,"
8223,"robust,"
8224,"stiff,"
8225,"vehement,"
8226,"virile,"
8227,"well-set, well-knit,"
8228,"weak,"
8229,"anemic, anaemic,"
8230,"enervated, debilitated, asthenic, adynamic,"
8231,"feeble, faint,"
8232,"lame, feeble,"
8233,"flimsy,"
8234,"shoddy, jerry-built,"
8235,"wishy-washy, spineless, namby-pamby, gutless,"
8236,"wan, sick, pallid, pale,"
8237,"puny,"
8238,"vulnerable,"
8239,"unregenerate, stubborn, obstinate,"
8240,"cantankerous, bloody-minded,"
8241,"stroppy, bolshy,"
8242,"pigheaded, bullheaded, bullet-headed,"
8243,"unyielding, tenacious, pertinacious, persistent, dour, dogged,"
8244,"cross-grained, contrarious,"
8245,"determined,"
8246,"mulish, hardheaded,"
8247,"stiff-necked,"
8248,"docile,"
8249,"tame, meek,"
8250,"sheeplike, sheepish,"
8251,"yielding,"
8252,"subordinate,"
8253,"feudatory,"
8254,"subservient,"
8255,"insubordinate,"
8256,"contumacious,"
8257,"unruly, disobedient,"
8258,"rebellious,"
8259,"successful,"
8260,"boffo,"
8261,"thriving, roaring, prosperous, prospering, palmy, flourishing, booming,"
8262,"made,"
8263,"productive,"
8264,"self-made,"
8265,"sure-fire,"
8266,"triple-crown,"
8267,"triple-crown,"
8268,"winning, victorious,"
8269,"unsuccessful,"
8270,"attempted,"
8271,"thwarted, frustrated, foiled, discomfited, disappointed, defeated,"
8272,"washed-up, undone, sunk, ruined, done for,"
8273,"down-and-out,"
8274,"unrewarded, empty-handed,"
8275,"hitless,"
8276,"scoreless, hitless, goalless,"
8277,"self-defeating,"
8278,"unrealized, unrealised, unfulfilled,"
8279,"unplaced,"
8280,"winless,"
8281,"sufficient,"
8282,"enough, decent, adequate,"
8283,"comfortable,"
8284,"insufficient, deficient,"
8285,"low, depleted,"
8286,"short, poor, inadequate,"
8287,"skimpy, lean,"
8288,"short, scant, light,"
8289,"sugar-coated, candied,"
8290,"honeylike,"
8291,"sugarless, nonsweet,"
8292,"unsugared,"
8293,"unsweetened,"
8294,"superior,"
8295,"patronizing, patronising, condescending, arch,"
8296,"high, eminent,"
8297,"preeminent, leading,"
8298,"upper-level, high-ranking, high-level,"
8299,"olympian, majestic,"
8300,"superordinate,"
8301,"upper,"
8302,"inferior,"
8303,"small, modest, lowly, low, humble,"
8304,"indifferent,"
8305,"low-level,"
8306,"middle-level,"
8307,"outclassed,"
8308,"superior,"
8309,"tops, topnotch, top-notch, tiptop, super, first-rate, crack, ace, a-one,"
8310,"banner,"
8311,"brag, boss,"
8312,"superb, brilliant,"
8313,"select, quality, prize, prime, choice,"
8314,"splendid, first-class, fantabulous, excellent,"
8315,"gilt-edged,"
8316,"superlative, sterling, greatest,"
8317,"high-performance,"
8318,"outstanding,"
8319,"premium,"
8320,"pukka, pucka,"
8321,"shining,"
8322,"spiffing,"
8323,"supreme,"
8324,"topping, top-hole, top-flight,"
8325,"transcendent, surpassing,"
8326,"weapons-grade,"
8327,"well-made,"
8328,"inferior,"
8329,"bad,"
8330,"base,"
8331,"tinny, sleazy, punk, crummy, chintzy, cheesy, cheap, bum,"
8332,"bush-league, bush,"
8333,"tawdry, shoddy, cheapjack,"
8334,"common, coarse,"
8335,"coarsened,"
8336,"commercial-grade, commercial,"
8337,"wretched, woeful, miserable, execrable, deplorable,"
8338,"less,"
8339,"low-grade,"
8340,"second-rate, mediocre,"
8341,"ropy, ropey,"
8342,"stunted, scrubby, scrawny,"
8343,"second-class,"
8344,"third-rate,"
8345,"utility-grade, utility,"
8346,"subjacent,"
8347,"unsupervised,"
8348,"unattended,"
8349,"pendent, pendant, dependent,"
8350,"unsupported,"
8351,"unbraced,"
8352,"supported,"
8353,"unsupported,"
8354,"wild, unwarranted, unfounded, idle, groundless, baseless,"
8355,"unbacked, unassisted, single-handed,"
8356,"power-assisted,"
8357,"unassisted,"
8358,"naked,"
8359,"unaided,"
8360,"supportive,"
8361,"accessory, accessary,"
8362,"certificatory,"
8363,"demonstrative of,"
8364,"unsupportive,"
8365,"contradictory, confounding,"
8366,"invalidating, disconfirming,"
8367,"surmountable,"
8368,"superable, conquerable,"
8369,"unsurmountable, insurmountable,"
8370,"unconquerable, insuperable,"
8371,"surprised,"
8372,"stunned, astounded, astonished, astonied, amazed,"
8373,"thunderstruck, stupefied, flabbergasted, dumfounded, dumbstruck, dumbstricken, dumbfounded,"
8374,"gobsmacked,"
8375,"popeyed, openmouthed, goggle-eyed,"
8376,"jiggered,"
8377,"startled,"
8378,"unsurprised, not surprised,"
8379,"surprising,"
8380,"astonishing, amazing,"
8381,"startling,"
8382,"stunning,"
8383,"unsurprising,"
8384,"susceptible,"
8385,"supersensitized, supersensitive, supersensitised, sensitized, sensitised, hypersensitized, hypersensitive, hypersensitised, allergic,"
8386,"amenable,"
8387,"subject, open, capable,"
8388,"suasible, persuasible, persuadable, convincible,"
8389,"pliable, fictile,"
8390,"unresistant, nonresistant, nonimmune, liable,"
8391,"predisposed,"
